"Article ID (evar50)","Multi Variate Value 1","Unique Visitors"
"65a70052-2a25-4c61-be0f-16ab31d8b282","coronavirus: videos",31294
"65ab825c-43f9-4241-8011-22592ce65c82","",48797
"65ab825c-43f9-4241-8011-22592ce65c82","bildung",104515
"65ab825c-43f9-4241-8011-22592ce65c82","lmu münchen",104515
"65ab825c-43f9-4241-8011-22592ce65c82","münchen",104515
"65ab825c-43f9-4241-8011-22592ce65c82","universitäten",104515
"65ad755c-97b2-4410-b434-dbc821616cf0","",21363
"65ad755c-97b2-4410-b434-dbc821616cf0","demografie deutschlands",36631
"65ad755c-97b2-4410-b434-dbc821616cf0","geburt",36631
"65bc5657-c0bf-4b0d-9ad7-c6f20426ce26","",50762
"65c0e2be-f293-434c-9755-f06b37322558","",44704
"65c0e2be-f293-434c-9755-f06b37322558","coronavirus: reisen",191627
"65c0e2be-f293-434c-9755-f06b37322558","familienreisen",191627
"65c0e2be-f293-434c-9755-f06b37322558","leben",191627
"65c0e2be-f293-434c-9755-f06b37322558","reiseziele",191627
"65c0e2be-f293-434c-9755-f06b37322558","strandurlaub",191627
"65c0e2be-f293-434c-9755-f06b37322558","türkei-reisen",191627
"65d526bb-ba63-4b75-ae63-ae8cc830f017","",65938
"65d526bb-ba63-4b75-ae63-ae8cc830f017","coronavirus",99473
"65d526bb-ba63-4b75-ae63-ae8cc830f017","verschwörungstheorien",99473
"66045ad4-43f4-43b4-bf47-6669cb530b31","",92286
"660514bf-f573-47ca-b88f-b8319ec0b39a","",14678
"660514bf-f573-47ca-b88f-b8319ec0b39a","coronavirus",60979
"660514bf-f573-47ca-b88f-b8319ec0b39a","coronavirus: medizin",60979
"660514bf-f573-47ca-b88f-b8319ec0b39a","infektionskrankheiten",60979
"660c195e-816b-44db-8acf-b26e7c744929","",37282
"660c195e-816b-44db-8acf-b26e7c744929","corona-maskenpflicht",99845
"660c195e-816b-44db-8acf-b26e7c744929","coronavirus",99845
"660c195e-816b-44db-8acf-b26e7c744929","medizin",99845
"66212afb-e08d-4aeb-8581-fe80efd19550","",5101
"66212afb-e08d-4aeb-8581-fe80efd19550","beirut",10380
"66212afb-e08d-4aeb-8581-fe80efd19550","bürgerkrieg im libanon",10380
"66212afb-e08d-4aeb-8581-fe80efd19550","hisbollah",10380
"66212afb-e08d-4aeb-8581-fe80efd19550","libanon",10380
"66212afb-e08d-4aeb-8581-fe80efd19550","rafiq al-hariri",10380
"6623b36d-a564-480c-ac55-029d5b42a9c8","",84730
"6623b36d-a564-480c-ac55-029d5b42a9c8","rheinland-pfalz",125865
"6625dca8-64a0-440c-a2aa-5289fde25e63","",43232
"6625dca8-64a0-440c-a2aa-5289fde25e63","bildung",139473
"6625dca8-64a0-440c-a2aa-5289fde25e63","coronavirus",139473
"6625dca8-64a0-440c-a2aa-5289fde25e63","nordrhein-westfalen",139473
"6625dca8-64a0-440c-a2aa-5289fde25e63","schule",139473
"66350351-9047-4365-b530-b0ddea9633dc","",6154
"66350351-9047-4365-b530-b0ddea9633dc","anschlag in berlin",9535
"6644c925-7813-46ed-9b45-fe21c1015e50","",41301
"6644c925-7813-46ed-9b45-fe21c1015e50","1960er jahre",178115
"6644c925-7813-46ed-9b45-fe21c1015e50","alkoholismus",178115
"6644c925-7813-46ed-9b45-fe21c1015e50","charles bukowski",178115
"6644c925-7813-46ed-9b45-fe21c1015e50","literatur",178115
"6644c925-7813-46ed-9b45-fe21c1015e50","los angeles",178115
"66466263-84b5-4eae-b861-955b95d106ad","",7712
"66466263-84b5-4eae-b861-955b95d106ad","islam",18654
"66466263-84b5-4eae-b861-955b95d106ad","neue filme und serien",18654
"66466263-84b5-4eae-b861-955b95d106ad","streaming",18654
"66466263-84b5-4eae-b861-955b95d106ad","usa",18654
"665eda08-466e-498f-a26e-1fe30a4162d3","",123442
"665eda08-466e-498f-a26e-1fe30a4162d3","arabien-reisen",259012
"665eda08-466e-498f-a26e-1fe30a4162d3","familienreisen",259012
"665eda08-466e-498f-a26e-1fe30a4162d3","fernreise",259012
"665eda08-466e-498f-a26e-1fe30a4162d3","leben",259012
"665eda08-466e-498f-a26e-1fe30a4162d3","reisen per auto",259012
"665eda08-466e-498f-a26e-1fe30a4162d3","reiseziele",259012
"665eda08-466e-498f-a26e-1fe30a4162d3","weltenbummler",259012
"665f7bf2-5e90-4ded-b2a3-89ad9d842936","",59015
"665f7bf2-5e90-4ded-b2a3-89ad9d842936","bundeswehr",142698
"665f7bf2-5e90-4ded-b2a3-89ad9d842936","rechtsextremismus",142698
"665fc9c2-7d97-4544-9c52-82980be46d6d","",12068
"665fc9c2-7d97-4544-9c52-82980be46d6d","bündnis 90/die grünen",28547
"665fc9c2-7d97-4544-9c52-82980be46d6d","gleichstellung von frauen",28547
"665fc9c2-7d97-4544-9c52-82980be46d6d","rassismus",28547
"665fc9c2-7d97-4544-9c52-82980be46d6d","robert habeck",28547
"668b79f4-c4f1-49da-a764-172cc17f162b","",4076
"668b79f4-c4f1-49da-a764-172cc17f162b","lebanon",12268
"66963a56-4e29-4bdf-a715-51a99e7298a4","",56514
"66963a56-4e29-4bdf-a715-51a99e7298a4","bafin",130661
"66963a56-4e29-4bdf-a715-51a99e7298a4","bilanzfälschung",130661
"66963a56-4e29-4bdf-a715-51a99e7298a4","wirecard",130661
"669d8f20-9533-4ce0-ac41-420b22d58e01","",12178
"669d8f20-9533-4ce0-ac41-420b22d58e01","frauenfußball",28616
"669d8f20-9533-4ce0-ac41-420b22d58e01","vfl wolfsburg",28616
"669fa8dd-7407-475e-ab21-982870ba4063","",25172
"669fa8dd-7407-475e-ab21-982870ba4063","die achtzigerjahre",66744
"669fa8dd-7407-475e-ab21-982870ba4063","neue filme und serien",66744
"669fa8dd-7407-475e-ab21-982870ba4063","patrick swayze",66744
"66a445c3-ddf7-4018-9bc5-bd8a3a859900","",82858
"66a445c3-ddf7-4018-9bc5-bd8a3a859900","corona-maskenpflicht",156173
"66a445c3-ddf7-4018-9bc5-bd8a3a859900","coronavirus",156173
"66a445c3-ddf7-4018-9bc5-bd8a3a859900","coronavirus: psychologie",156173
"66a445c3-ddf7-4018-9bc5-bd8a3a859900","leben",156173
"66a6c445-539b-4d95-b42c-a5822a508d7e","",107554
"66b64377-b6fd-44fd-b454-679427f11d22","",50445
"66b64377-b6fd-44fd-b454-679427f11d22","formel 1",85059
"66b64377-b6fd-44fd-b454-679427f11d22","max verstappen",85059
"66b64377-b6fd-44fd-b454-679427f11d22","sebastian vettel",85059
"66e4328e-2094-429b-80c5-b8ff598bc136","",5967
"66e4328e-2094-429b-80c5-b8ff598bc136","berlin",11656
"66e4328e-2094-429b-80c5-b8ff598bc136","coronavirus",11656
"66e4328e-2094-429b-80c5-b8ff598bc136","coronavirus: arbeit und wirtschaft",11656
"66e4328e-2094-429b-80c5-b8ff598bc136","prostitution",11656
"66e75dc0-38ec-4405-8a77-06dbcdf22c91","",20384
"66e75dc0-38ec-4405-8a77-06dbcdf22c91","fußball-bundesliga",35514
"66e75dc0-38ec-4405-8a77-06dbcdf22c91","schalke 04",35514
"66ed22c2-e716-4114-81b4-7826c9952216","",16086
"66ed22c2-e716-4114-81b4-7826c9952216","christian lindner",32940
"66ed22c2-e716-4114-81b4-7826c9952216","fdp",32940
"66ed22c2-e716-4114-81b4-7826c9952216","regierungskrise in thüringen 2020",32940
"66ed22c2-e716-4114-81b4-7826c9952216","thüringen",32940
"66f4a7ee-91bc-4dfd-92fd-5a26f48b7910","",2208
"66f4a7ee-91bc-4dfd-92fd-5a26f48b7910","auswärtiges amt",7824
"66f4a7ee-91bc-4dfd-92fd-5a26f48b7910","bijan djir-sarai",7824
"66f4a7ee-91bc-4dfd-92fd-5a26f48b7910","bundestag",7824
"66f4a7ee-91bc-4dfd-92fd-5a26f48b7910","fdp",7824
"66f4a7ee-91bc-4dfd-92fd-5a26f48b7910","wirecard",7824
"66f669a0-4234-426e-b349-4e5fc3bb9705","",12734
"66f669a0-4234-426e-b349-4e5fc3bb9705","bürgerkrieg in syrien",21313
"66f669a0-4234-426e-b349-4e5fc3bb9705","iran",21313
"66f669a0-4234-426e-b349-4e5fc3bb9705","israel",21313
"66f669a0-4234-426e-b349-4e5fc3bb9705","syrien",21313
"66f669a0-4234-426e-b349-4e5fc3bb9705","usa",21313
"66ff6506-5aa2-4c79-ba46-536876dda97e","",108984
"66ff6506-5aa2-4c79-ba46-536876dda97e","bill de blasio",211545
"66ff6506-5aa2-4c79-ba46-536876dda97e","black lives matter",211545
"66ff6506-5aa2-4c79-ba46-536876dda97e","donald trump",211544
"66ff6506-5aa2-4c79-ba46-536876dda97e","florida man",1
"66ff6506-5aa2-4c79-ba46-536876dda97e","new york city",211545
"66ff6506-5aa2-4c79-ba46-536876dda97e","usa",211545
"670cd9f7-487c-4104-be53-ed1003a31308","",21420
"670cd9f7-487c-4104-be53-ed1003a31308","balkan",51928
"670cd9f7-487c-4104-be53-ed1003a31308","coronavirus",51928
"670cd9f7-487c-4104-be53-ed1003a31308","serbien",51928
"671a7618-3796-4f75-a023-70ff348fcd95","",19245
"671a7618-3796-4f75-a023-70ff348fcd95","mick schumacher",37038
"67389176-aae7-45a1-8dc2-6284be7fe2d3","",15480
"67389176-aae7-45a1-8dc2-6284be7fe2d3","dürren",40646
"67389176-aae7-45a1-8dc2-6284be7fe2d3","erderwärmung",40646
"67389176-aae7-45a1-8dc2-6284be7fe2d3","klimawandel",40646
"67389176-aae7-45a1-8dc2-6284be7fe2d3","sibirien",40646
"67389176-aae7-45a1-8dc2-6284be7fe2d3","waldbrände",40646
"6738aabc-4fce-414f-989b-f113a2f6c3cb","",39686
"6738aabc-4fce-414f-989b-f113a2f6c3cb","drogen",66317
"6738aabc-4fce-414f-989b-f113a2f6c3cb","niederlande",66317
"67570649-5381-4dbe-8be5-fc512ffe88af","",4005
"67570649-5381-4dbe-8be5-fc512ffe88af","bafög",11233
"67570649-5381-4dbe-8be5-fc512ffe88af","studienfinanzierung",11233
"67670a5c-fc22-44af-9307-5b737dafbde8","",30017
"67670a5c-fc22-44af-9307-5b737dafbde8","erderwärmung",79034
"67670a5c-fc22-44af-9307-5b737dafbde8","klimawandel",79034
"67670a5c-fc22-44af-9307-5b737dafbde8","meinung",21304
"67685380-3654-48ba-a32c-9978e5969bf0","",209586
"67685380-3654-48ba-a32c-9978e5969bf0","bundesstaat new york",429731
"67685380-3654-48ba-a32c-9978e5969bf0","coronavirus",429731
"67685380-3654-48ba-a32c-9978e5969bf0","donald trump",429731
"67685380-3654-48ba-a32c-9978e5969bf0","justiz",429731
"67685380-3654-48ba-a32c-9978e5969bf0","kriminalität",429731
"67685380-3654-48ba-a32c-9978e5969bf0","new york city",429731
"67685380-3654-48ba-a32c-9978e5969bf0","polizei",429731
"676fd412-30d9-4c67-9cc1-de354353938d","",8934
"676fd412-30d9-4c67-9cc1-de354353938d","fußballquiz",12882
"676fd412-30d9-4c67-9cc1-de354353938d","für zwischendurch",12882
"676fd412-30d9-4c67-9cc1-de354353938d","mobil-quizze",12882
"676fd412-30d9-4c67-9cc1-de354353938d","quiz",12882
"677f5ac6-172b-4902-b023-a3406dc53db8","",44004
"677f5ac6-172b-4902-b023-a3406dc53db8","arbeitsmarkt",142640
"677f5ac6-172b-4902-b023-a3406dc53db8","arbeitszeit",142640
"677f5ac6-172b-4902-b023-a3406dc53db8","ig metall",142640
"677f5ac6-172b-4902-b023-a3406dc53db8","katja kipping",142640
"6785422f-ee04-4eaf-8754-1e375794865a","",7768
"6785422f-ee04-4eaf-8754-1e375794865a","cerberus capital management",17115
"6785422f-ee04-4eaf-8754-1e375794865a","commerzbank",17115
"678e400a-2051-4058-aa8d-c81b6c4831a1","",7186
"678e400a-2051-4058-aa8d-c81b6c4831a1","kreml",17588
"678e400a-2051-4058-aa8d-c81b6c4831a1","russland",17588
"678e400a-2051-4058-aa8d-c81b6c4831a1","wladimir putin",17588
"67a2a3bb-ccdb-4e56-baa6-b5327c86f82f","",198910
"67a2a3bb-ccdb-4e56-baa6-b5327c86f82f","fernsehen",396298
"67a2a3bb-ccdb-4e56-baa6-b5327c86f82f","filme und serien",396298
"67a2a3bb-ccdb-4e56-baa6-b5327c86f82f","pornografie",396298
"67a2a3bb-ccdb-4e56-baa6-b5327c86f82f","sat.1",396298
"67a2a3bb-ccdb-4e56-baa6-b5327c86f82f","televisionen",396298
"67af0957-de29-4ef5-955e-ee9891a21dad","",18201
"67af0957-de29-4ef5-955e-ee9891a21dad","anschlag in hanau",29521
"67af0957-de29-4ef5-955e-ee9891a21dad","rassismus",29521
"67b2dbd9-cffd-471f-8a8b-0b1348573fc8","",18103
"67b2dbd9-cffd-471f-8a8b-0b1348573fc8","android",110205
"67b2dbd9-cffd-471f-8a8b-0b1348573fc8","angefasst",110205
"67b2dbd9-cffd-471f-8a8b-0b1348573fc8","google",110205
"67b2dbd9-cffd-471f-8a8b-0b1348573fc8","smartphones",110205
"67b2dbd9-cffd-471f-8a8b-0b1348573fc8","tests und empfehlungen",110205
"67bb2104-71c6-4f59-86aa-75295c3adc97","",9737
"67bb2104-71c6-4f59-86aa-75295c3adc97","1. fc nürnberg",14535
"67bb2104-71c6-4f59-86aa-75295c3adc97","2. fußball-bundesliga",14535
"67bb2104-71c6-4f59-86aa-75295c3adc97","dieter hecking",14535
"67d15709-c11e-4e1e-aeac-47231730920b","",54996
"67d15709-c11e-4e1e-aeac-47231730920b","bayern",106727
"67d15709-c11e-4e1e-aeac-47231730920b","gleichstellung von frauen",106727
"67d15709-c11e-4e1e-aeac-47231730920b","memmingen",106727
"67e29ab7-2894-460d-92e9-53132437422e","",149452
"67e29ab7-2894-460d-92e9-53132437422e","diw",232055
"67e29ab7-2894-460d-92e9-53132437422e","millionäre",232055
"67f6d782-2b5a-429b-8608-276c8e8a5943","",33965
"67f6d782-2b5a-429b-8608-276c8e8a5943","diabetes",66647
"67fd93a5-d3f7-4954-a14e-68526163db1b","",6364
"67fd93a5-d3f7-4954-a14e-68526163db1b","autoindustrie",10003
"67fd93a5-d3f7-4954-a14e-68526163db1b","coronavirus: arbeit und wirtschaft",10003
"67fd93a5-d3f7-4954-a14e-68526163db1b","ifo-index",10003
"67fd93a5-d3f7-4954-a14e-68526163db1b","konjunktur",10003
"67fd93a5-d3f7-4954-a14e-68526163db1b","konjunkturprognosen",10003
"67fd93a5-d3f7-4954-a14e-68526163db1b","mittelstand",10003
"67fd93a5-d3f7-4954-a14e-68526163db1b","wirtschaft in deutschland",10003
"680644ce-aa48-487a-bddc-fd6450110268","",24347
"680644ce-aa48-487a-bddc-fd6450110268","bayer leverkusen",76003
"680644ce-aa48-487a-bddc-fd6450110268","bayern münchen",48127
"680644ce-aa48-487a-bddc-fd6450110268","dfb-pokal",76003
"680644ce-aa48-487a-bddc-fd6450110268","vfl wolfsburg",28520
"6830663b-4276-4730-a891-246cff892801","",15700
"6830663b-4276-4730-a891-246cff892801","insolvenz",40704
"68402897-50d7-4fa3-bf43-0e2fae396c17","",6334
"68402897-50d7-4fa3-bf43-0e2fae396c17","angriff in halle (saale)",20333
"68402897-50d7-4fa3-bf43-0e2fae396c17","jugendschutz",20333
"68402897-50d7-4fa3-bf43-0e2fae396c17","rechtsextremismus",20333
"6859fd35-65a6-4a1b-9c34-359837d707dc","",11358
"6859fd35-65a6-4a1b-9c34-359837d707dc","coronavirus",79961
"6859fd35-65a6-4a1b-9c34-359837d707dc","podcast: lobo",79961
"6859fd35-65a6-4a1b-9c34-359837d707dc","podcasts vom spiegel",79961
"6859fd35-65a6-4a1b-9c34-359837d707dc","sascha lobo",79961
"6859fd35-65a6-4a1b-9c34-359837d707dc","verschwörungstheorien",79961
"686889cf-d9e4-453c-98ca-6d242aa7396d","",50122
"686889cf-d9e4-453c-98ca-6d242aa7396d","bodensee",69978
"686889cf-d9e4-453c-98ca-6d242aa7396d","einbrüche in deutschland",69978
"686d62a8-a798-4908-8236-de3226d796e6","",21212
"686eb852-2da7-4ee1-aa7f-74a619483ab5","",4031
"68722452-f015-43df-b7df-1a679164a0da","",6339
"68722452-f015-43df-b7df-1a679164a0da","die lage am morgen",28456
"68797ad2-4a80-4fec-b415-efca1bd3293c","",274567
"68797ad2-4a80-4fec-b415-efca1bd3293c","beirut",485906
"68797ad2-4a80-4fec-b415-efca1bd3293c","katastrophe in beirut",485906
"68797ad2-4a80-4fec-b415-efca1bd3293c","libanon",485906
"6887edb4-bef7-4348-bba8-5825d26a3ebf","",41685
"6887edb4-bef7-4348-bba8-5825d26a3ebf","bayern münchen",72119
"6887edb4-bef7-4348-bba8-5825d26a3ebf","champions league",72119
"6887edb4-bef7-4348-bba8-5825d26a3ebf","fc chelsea",72119
"68983eb0-979c-49d3-9c64-9b8395b737c4","",17612
"68983eb0-979c-49d3-9c64-9b8395b737c4","gelsenkirchen",26156
"68983eb0-979c-49d3-9c64-9b8395b737c4","kriminalität",26156
"68983eb0-979c-49d3-9c64-9b8395b737c4","polizei nordrhein-westfalen",26156
"68a6c0b0-bc21-4008-a860-30267ebc1cae","",81208
"68a6c0b0-bc21-4008-a860-30267ebc1cae","coronavirus",254356
"68a6c0b0-bc21-4008-a860-30267ebc1cae","donald trump",254356
"68a6c0b0-bc21-4008-a860-30267ebc1cae","usa",254356
"68ab6407-2797-4466-aaf3-6ba22c19e1a6","",16084
"68ab6407-2797-4466-aaf3-6ba22c19e1a6","brandenburg",24198
"68ab6407-2797-4466-aaf3-6ba22c19e1a6","rechtsextremismus",24198
"68b255b3-1fa2-48c9-8326-03f860c2c9e4","",42244
"68b52d0e-f2b3-42fc-8c55-dace9a2fa077","",32048
"68b52d0e-f2b3-42fc-8c55-dace9a2fa077","hongkong",74525
"68b52d0e-f2b3-42fc-8c55-dace9a2fa077","opposition in china",74525
"68b52d0e-f2b3-42fc-8c55-dace9a2fa077","proteste in hongkong",74525
"68b52d0e-f2b3-42fc-8c55-dace9a2fa077","volksrepublik china",74525
"68e48f9a-ce32-470f-8e16-dbba2c03f335","",1521
"68e48f9a-ce32-470f-8e16-dbba2c03f335","bafin",3684
"68e48f9a-ce32-470f-8e16-dbba2c03f335","börse",3684
"68e48f9a-ce32-470f-8e16-dbba2c03f335","deutsche börse",3684
"68e48f9a-ce32-470f-8e16-dbba2c03f335","finanzberufe",3684
"68e48f9a-ce32-470f-8e16-dbba2c03f335","finanzskandale",3684
"68ebba7d-4521-4db0-8635-d0ef5cebedfe","",5181
"68ebba7d-4521-4db0-8635-d0ef5cebedfe","asylum and migration",20815
"68ebba7d-4521-4db0-8635-d0ef5cebedfe","european refugee crisis",20815
"68ebba7d-4521-4db0-8635-d0ef5cebedfe","integration",20815
"68ebba7d-4521-4db0-8635-d0ef5cebedfe","integration debate",20815
"68fad595-9589-4d5f-a821-dde5598e3f0d","",6098
"68fad595-9589-4d5f-a821-dde5598e3f0d","florida",11450
"68fad595-9589-4d5f-a821-dde5598e3f0d","tier macht sachen",11450
"68fad595-9589-4d5f-a821-dde5598e3f0d","tiere",11450
"6919c2b0-272c-4013-a8e9-b3b47f12addc","",2144
"6919c2b0-272c-4013-a8e9-b3b47f12addc","glyphosat",7355
"6919c2b0-272c-4013-a8e9-b3b47f12addc","landwirtschaft",7355
"6919c2b0-272c-4013-a8e9-b3b47f12addc","landwirtschaftsministerium",7355
"6923dde1-e291-4ed5-b730-9f829eb7fd52","",15331
"6923dde1-e291-4ed5-b730-9f829eb7fd52","homosexualität",28405
"6923dde1-e291-4ed5-b730-9f829eb7fd52","leben",28405
"6932bb54-e6f3-46e5-abd1-6beb1b8ed2a0","",30335
"6932bb54-e6f3-46e5-abd1-6beb1b8ed2a0","clemens tönnies",61463
"6932bb54-e6f3-46e5-abd1-6beb1b8ed2a0","coronavirus",61463
"6932bb54-e6f3-46e5-abd1-6beb1b8ed2a0","hubertus heil",61463
"6932bb54-e6f3-46e5-abd1-6beb1b8ed2a0","tönnies holding",61463
"69343422-377f-48fd-9d8b-1f140670e90f","",20099
"69343422-377f-48fd-9d8b-1f140670e90f","film",32143
"69343422-377f-48fd-9d8b-1f140670e90f","hollywood",32143
"69343422-377f-48fd-9d8b-1f140670e90f","roman polanski",32143
"693ca08a-6675-4e09-b500-459e163cfe3e","",13715
"693ca08a-6675-4e09-b500-459e163cfe3e","black lives matter",27225
"693ca08a-6675-4e09-b500-459e163cfe3e","kolonialzeit",27225
"693ca08a-6675-4e09-b500-459e163cfe3e","meinung",1038
"693ca08a-6675-4e09-b500-459e163cfe3e","rassismus",27225
"694f25a8-1fcd-4d49-92a6-f39523defbb1","",10955
"694f25a8-1fcd-4d49-92a6-f39523defbb1","alpen",19045
"694f25a8-1fcd-4d49-92a6-f39523defbb1","bergsteigen",19045
"694f25a8-1fcd-4d49-92a6-f39523defbb1","outdoor-reisen",19045
"69529b67-281a-43f5-809a-fe3715824524","",5354
"69529b67-281a-43f5-809a-fe3715824524","bundespolizei",12894
"69529b67-281a-43f5-809a-fe3715824524","christine lambrecht",12894
"69529b67-281a-43f5-809a-fe3715824524","horst seehofer",12894
"69529b67-281a-43f5-809a-fe3715824524","polizei",12894
"69529b67-281a-43f5-809a-fe3715824524","rassismus",12894
"6957c00b-237f-4993-b3c0-059386fadc62","",3391
"6957c00b-237f-4993-b3c0-059386fadc62","sexueller missbrauch von kindern",16755
"6957c00b-237f-4993-b3c0-059386fadc62","unicef",16755
"695df005-a0d4-42e2-98f7-69e0492a11cd","",2862
"695df005-a0d4-42e2-98f7-69e0492a11cd","dfb-pokal",10002
"695df005-a0d4-42e2-98f7-69e0492a11cd","frauenfußball",10002
"695df005-a0d4-42e2-98f7-69e0492a11cd","vfl wolfsburg",10002
"696353ca-0988-4c19-af2b-3e5d96f7f5d1","",60280
"696353ca-0988-4c19-af2b-3e5d96f7f5d1","donald trump",103295
"696353ca-0988-4c19-af2b-3e5d96f7f5d1","g8/g7",103295
"696353ca-0988-4c19-af2b-3e5d96f7f5d1","heiko maas",103295
"696353ca-0988-4c19-af2b-3e5d96f7f5d1","russland",103295
"69659c2b-dbec-415a-8368-f5afb05df287","",28419
"69659c2b-dbec-415a-8368-f5afb05df287","europäische union",48511
"69659c2b-dbec-415a-8368-f5afb05df287","viktor orbán",48511
"696bc9c2-d6aa-498a-b253-9aa643fc82cc","",38398
"696bc9c2-d6aa-498a-b253-9aa643fc82cc","brandenburg",57207
"696bc9c2-d6aa-498a-b253-9aa643fc82cc","coronavirus",57207
"696bc9c2-d6aa-498a-b253-9aa643fc82cc","coronavirus: videos",57207
"6986d36f-a945-41a3-81bb-0291a15dfec2","",98760
"6986d36f-a945-41a3-81bb-0291a15dfec2","artenschutz",148875
"6986d36f-a945-41a3-81bb-0291a15dfec2","botswana",148875
"6986d36f-a945-41a3-81bb-0291a15dfec2","elefanten",148875
"69932082-5604-4f88-a687-0938842faf46","",65840
"69932082-5604-4f88-a687-0938842faf46","michelle obama",141572
"69932082-5604-4f88-a687-0938842faf46","wechseljahre",141572
"69958498-1892-491e-9f05-fffc4a2249d9","",57199
"69958498-1892-491e-9f05-fffc4a2249d9","leben",110598
"69958498-1892-491e-9f05-fffc4a2249d9","sex",110598
"69958498-1892-491e-9f05-fffc4a2249d9","sexindustrie",110598
"69aa14f1-16a0-4f27-a20e-1bcafbb85211","",11768
"69aa14f1-16a0-4f27-a20e-1bcafbb85211","gabor steingart",17472
"69aa14f1-16a0-4f27-a20e-1bcafbb85211","medien",17472
"69aac334-0347-40a2-8511-4d972b4de544","",4407
"69aac334-0347-40a2-8511-4d972b4de544","flüchtlinge",9417
"69aac334-0347-40a2-8511-4d972b4de544","griechenland",9417
"69aac334-0347-40a2-8511-4d972b4de544","lesbos",9417
"69b05e84-16b9-4b7d-a0ff-5ed020e76f0f","",10023
"69b05e84-16b9-4b7d-a0ff-5ed020e76f0f","bestseller und lesetipps",192
"69b05e84-16b9-4b7d-a0ff-5ed020e76f0f","buchrezensionen",20761
"69b05e84-16b9-4b7d-a0ff-5ed020e76f0f","bücher",192
"69b05e84-16b9-4b7d-a0ff-5ed020e76f0f","bücher, bestseller und lesetipps",20571
"69b05e84-16b9-4b7d-a0ff-5ed020e76f0f","literatur",20761
"69b05e84-16b9-4b7d-a0ff-5ed020e76f0f","spitzentitel - die büchershow mit volker weidermann",152
"69bd88f7-3127-430a-bf8b-8da2819256d0","",103284
"69bd88f7-3127-430a-bf8b-8da2819256d0","michael jackson",163816
"69bd88f7-3127-430a-bf8b-8da2819256d0","paris jackson",163816
"69bd88f7-3127-430a-bf8b-8da2819256d0","popmusik",163816
"69c392d1-a31b-49c9-9800-00b30130c8ca","",25427
"69c392d1-a31b-49c9-9800-00b30130c8ca","fbi",45131
"69c392d1-a31b-49c9-9800-00b30130c8ca","kalifornien",45131
"69c392d1-a31b-49c9-9800-00b30130c8ca","los angeles",45131
"69c392d1-a31b-49c9-9800-00b30130c8ca","usa",45131
"69c392d1-a31b-49c9-9800-00b30130c8ca","youtube",45131
"69cac89b-0a34-4318-866e-750188b7d186","",23438
"69cac89b-0a34-4318-866e-750188b7d186","branche gesundheitsberufe",60032
"69cac89b-0a34-4318-866e-750188b7d186","jens spahn",60032
"69cac89b-0a34-4318-866e-750188b7d186","pflege",60032
"69d0b063-8fa5-45d1-8b0f-a2e37478b195","",40611
"69d0b063-8fa5-45d1-8b0f-a2e37478b195","bremen",54549
"69d0b063-8fa5-45d1-8b0f-a2e37478b195","coronavirus",54549
"69d0b063-8fa5-45d1-8b0f-a2e37478b195","coronavirus: arbeit und wirtschaft",54549
"69d0b063-8fa5-45d1-8b0f-a2e37478b195","niedersachsen",54549
"69d96b4e-3b42-418c-a069-0035d6b818bd","",20898
"69d96b4e-3b42-418c-a069-0035d6b818bd","mick schumacher",46538
"69dccbaa-a5ad-4186-aac8-29e6e0428849","",738
"69dccbaa-a5ad-4186-aac8-29e6e0428849","coronavirus",9274
"69dccbaa-a5ad-4186-aac8-29e6e0428849","german politics",9274
"69dccbaa-a5ad-4186-aac8-29e6e0428849","health",9274
"69e9aeae-17e1-4e98-b8e5-546db99c9357","",27467
"69e9aeae-17e1-4e98-b8e5-546db99c9357","gewalt gegen polizisten",43016
"69e9aeae-17e1-4e98-b8e5-546db99c9357","stuttgart",43016
"69ec6873-1f73-414a-bc70-f259c71f6592","",28949
"69ec6873-1f73-414a-bc70-f259c71f6592","alexander lukaschenko",48136
"69ec6873-1f73-414a-bc70-f259c71f6592","belarus",48136
"69ec6873-1f73-414a-bc70-f259c71f6592","literatur",48136
"69ec6873-1f73-414a-bc70-f259c71f6592","nobelpreis für literatur",48136
"69f48c45-6512-4418-80f1-f04e0c10da82","",11401
"69f48c45-6512-4418-80f1-f04e0c10da82","indien",18238
"69ffdd90-2617-480d-86d1-fe2c79e6fe64","",7855
"69ffdd90-2617-480d-86d1-fe2c79e6fe64","balkan",16311
"69ffdd90-2617-480d-86d1-fe2c79e6fe64","coronavirus",16311
"69ffdd90-2617-480d-86d1-fe2c79e6fe64","kosovo",16311
"6a046c80-af31-4304-a0c2-e4f25b01e81f","",21237
"6a046c80-af31-4304-a0c2-e4f25b01e81f","für zwischendurch",24572
"6a046c80-af31-4304-a0c2-e4f25b01e81f","ioc",24572
"6a046c80-af31-4304-a0c2-e4f25b01e81f","mobil-quizze",24572
