"Article ID (evar50)","Multi Variate Value 1","Unique Visitors"
"613920ec-e9f4-483d-af28-e7f8de923c66","bildung",5254
"613920ec-e9f4-483d-af28-e7f8de923c66","computersucht",5254
"613920ec-e9f4-483d-af28-e7f8de923c66","gaming",5254
"613920ec-e9f4-483d-af28-e7f8de923c66","kindheit und jugend",5254
"61482c87-a38c-459f-8bf2-3ae96c4432d0","",54820
"61482c87-a38c-459f-8bf2-3ae96c4432d0","1. fc nürnberg",115041
"61482c87-a38c-459f-8bf2-3ae96c4432d0","2. fußball-bundesliga",115041
"61482c87-a38c-459f-8bf2-3ae96c4432d0","3. liga",115041
"61482c87-a38c-459f-8bf2-3ae96c4432d0","fc ingolstadt 04",115041
"61563211-0071-4b22-8509-394140d26a2e","",26147
"61563211-0071-4b22-8509-394140d26a2e","großbritannien",40326
"61563211-0071-4b22-8509-394140d26a2e","prinz george",40326
"615f9238-e84c-49cf-97b6-bec76d15fba7","",32807
"615f9238-e84c-49cf-97b6-bec76d15fba7","black lives matter",14395
"615f9238-e84c-49cf-97b6-bec76d15fba7","george floyd",75072
"615f9238-e84c-49cf-97b6-bec76d15fba7","polizeigewalt",75072
"615f9238-e84c-49cf-97b6-bec76d15fba7","usa",75072
"61764590-c37f-40cc-94f6-e70566608914","",28184
"617a9d40-f9e3-489b-b009-9c6a3141f2c5","",12843
"617a9d40-f9e3-489b-b009-9c6a3141f2c5","amazon prime video: serien und filme",34410
"617a9d40-f9e3-489b-b009-9c6a3141f2c5","arte",34410
"617a9d40-f9e3-489b-b009-9c6a3141f2c5","zdf: serien und filme",34410
"618fdb49-c444-4906-a6dd-3160dc1c9b03","",11422
"618fdb49-c444-4906-a6dd-3160dc1c9b03","mauritius",20886
"618fdb49-c444-4906-a6dd-3160dc1c9b03","Ölpest",20886
"6190cc8d-5082-449e-aa8e-a0036705ab3b","",16057
"6190cc8d-5082-449e-aa8e-a0036705ab3b","australien",40447
"6190cc8d-5082-449e-aa8e-a0036705ab3b","hongkong",40447
"6190cc8d-5082-449e-aa8e-a0036705ab3b","neuseeland",40447
"6190cc8d-5082-449e-aa8e-a0036705ab3b","proteste in hongkong",40447
"6190cc8d-5082-449e-aa8e-a0036705ab3b","volksrepublik china",40447
"6197ed1d-9122-41cc-9c29-4574f7ba1233","",2083
"6197ed1d-9122-41cc-9c29-4574f7ba1233","die zukunft der eu",3370
"6197ed1d-9122-41cc-9c29-4574f7ba1233","europäische union",3370
"6197ed1d-9122-41cc-9c29-4574f7ba1233","eurozone",3370
"6197ed1d-9122-41cc-9c29-4574f7ba1233","konjunktur",3370
"61cef562-1523-4688-8e65-e95cbcdf56fb","",8659
"61cef562-1523-4688-8e65-e95cbcdf56fb","fernsehserien",23023
"61cef562-1523-4688-8e65-e95cbcdf56fb","filme und serien",23023
"61cef562-1523-4688-8e65-e95cbcdf56fb","klaus kinski",23023
"61cef562-1523-4688-8e65-e95cbcdf56fb","netflix",23023
"61cef562-1523-4688-8e65-e95cbcdf56fb","netflix: serien und filme",23023
"61cef562-1523-4688-8e65-e95cbcdf56fb","neue filme und serien",23023
"61cef562-1523-4688-8e65-e95cbcdf56fb","serien-tipps",23023
"61cef562-1523-4688-8e65-e95cbcdf56fb","tv-serien",23023
"61cef562-1523-4688-8e65-e95cbcdf56fb","wacken open air",23023
"61d2165d-7260-489f-aeb2-00cd493e9e08","",47440
"61d2165d-7260-489f-aeb2-00cd493e9e08","coronavirus",126373
"61d2165d-7260-489f-aeb2-00cd493e9e08","coronavirus: medizin",126373
"61daf8cb-19c5-400a-9d4c-c1cb7880f604","",13758
"61dcdda8-a248-4253-9d3f-11b966d292a4","",51387
"61dcdda8-a248-4253-9d3f-11b966d292a4","afghanistan",95373
"61dcdda8-a248-4253-9d3f-11b966d292a4","donald trump",95372
"61dcdda8-a248-4253-9d3f-11b966d292a4","florida man",1
"61dcdda8-a248-4253-9d3f-11b966d292a4","irakkrieg",95373
"61dcdda8-a248-4253-9d3f-11b966d292a4","nato",95373
"61dcdda8-a248-4253-9d3f-11b966d292a4","republikaner (usa)",95373
"61dcdda8-a248-4253-9d3f-11b966d292a4","us-präsidentschaftswahl 2020",95373
"61dcdda8-a248-4253-9d3f-11b966d292a4","usa",95373
"61eacc21-8109-4b53-b74f-abeb888805d0","",2612
"61eacc21-8109-4b53-b74f-abeb888805d0","bayern",4800
"61eacc21-8109-4b53-b74f-abeb888805d0","csu",4800
"61eacc21-8109-4b53-b74f-abeb888805d0","internetkriminalität",4800
"61eacc21-8109-4b53-b74f-abeb888805d0","kriminalität",4800
"61eacc21-8109-4b53-b74f-abeb888805d0","polizei",4800
"61eacc21-8109-4b53-b74f-abeb888805d0","rechtsextremismus",4800
"61ec267f-75eb-46a5-816a-c320e9d35242","",25913
"61ec267f-75eb-46a5-816a-c320e9d35242","elon musk",46778
"61ec267f-75eb-46a5-816a-c320e9d35242","mars",46778
"61ec267f-75eb-46a5-816a-c320e9d35242","raumfahrt",46778
"61ec267f-75eb-46a5-816a-c320e9d35242","spacex (space exploration technologies corporation)",46778
"61f553d0-ba93-48ec-86f2-57fb0695f367","",12132
"61f74017-a4fe-4215-b093-9441d3779eaf","",119996
"61f74017-a4fe-4215-b093-9441d3779eaf","demokraten (usa)",219835
"61f74017-a4fe-4215-b093-9441d3779eaf","donald trump",219835
"61f74017-a4fe-4215-b093-9441d3779eaf","joe biden",219835
"61f74017-a4fe-4215-b093-9441d3779eaf","kamala harris",59012
"61f74017-a4fe-4215-b093-9441d3779eaf","republikaner (usa)",219835
"61f74017-a4fe-4215-b093-9441d3779eaf","us-präsidentschaftswahl 2020",219835
"61f74017-a4fe-4215-b093-9441d3779eaf","usa",219835
"61fa89f9-ae9a-4884-ab5b-8b99652b289f","",36855
"61fa89f9-ae9a-4884-ab5b-8b99652b289f","leichenfunde",93946
"61fa89f9-ae9a-4884-ab5b-8b99652b289f","los angeles",93946
"61fa89f9-ae9a-4884-ab5b-8b99652b289f","tv-serien",93946
"61fd6d7b-cb69-4464-9a83-6a5e0ac1703b","",11293
"61fd6d7b-cb69-4464-9a83-6a5e0ac1703b","fall walter lübcke",19650
"61fd6d7b-cb69-4464-9a83-6a5e0ac1703b","hessen",19650
"61fd6d7b-cb69-4464-9a83-6a5e0ac1703b","kriminalität",19650
"62140c4d-10a8-49c6-863e-aebdff90ee3e","",39979
"62140c4d-10a8-49c6-863e-aebdff90ee3e","arbeitsrecht",62563
"62140c4d-10a8-49c6-863e-aebdff90ee3e","bildung",62563
"62140c4d-10a8-49c6-863e-aebdff90ee3e","so geht arbeit - arbeitsrecht im alltag",62563
"6218579a-c5a6-4c37-90af-095741797dba","",296018
"6218579a-c5a6-4c37-90af-095741797dba","der rationalist",1003294
"6218579a-c5a6-4c37-90af-095741797dba","die kolumnisten",1003294
"6218579a-c5a6-4c37-90af-095741797dba","erderwärmung",1003294
"6218579a-c5a6-4c37-90af-095741797dba","klimawandel",1003294
"6218579a-c5a6-4c37-90af-095741797dba","meinung",1003294
"621a6a8a-835f-4138-84f4-03555d5b18d0","",12461
"621a6a8a-835f-4138-84f4-03555d5b18d0","kommunismus",23400
"621a6a8a-835f-4138-84f4-03555d5b18d0","münchen",22205
"621a6a8a-835f-4138-84f4-03555d5b18d0","türkei",23400
"62307dc9-0e60-4700-a2bd-7502b5d064ee","",37221
"62307dc9-0e60-4700-a2bd-7502b5d064ee","bayern münchen",68994
"62307dc9-0e60-4700-a2bd-7502b5d064ee","champions league",68994
"62307dc9-0e60-4700-a2bd-7502b5d064ee","fc barcelona",68994
"62307dc9-0e60-4700-a2bd-7502b5d064ee","thiago alcántara",68994
"6230b609-deb4-4a71-bad7-2a6c3cef4a0a","",669
"6230b609-deb4-4a71-bad7-2a6c3cef4a0a","amazon",1647
"6230b609-deb4-4a71-bad7-2a6c3cef4a0a","audiostorys",1647
"6230b609-deb4-4a71-bad7-2a6c3cef4a0a","computersicherheit",1647
"6230b609-deb4-4a71-bad7-2a6c3cef4a0a","hacker",1647
"6230b609-deb4-4a71-bad7-2a6c3cef4a0a","internetkriminalität",1647
"624fa274-faea-4431-93fa-539f5cb1487b","",34385
"624fa274-faea-4431-93fa-539f5cb1487b","brandenburg",58173
"624fa274-faea-4431-93fa-539f5cb1487b","elon musk",58173
"624fa274-faea-4431-93fa-539f5cb1487b","tesla motors",58173
"626d23dd-9c2d-448f-adfb-6191e0f6c086","",135247
"626d23dd-9c2d-448f-adfb-6191e0f6c086","bürgerkrieg in syrien",323727
"626d23dd-9c2d-448f-adfb-6191e0f6c086","irak",323727
"626d23dd-9c2d-448f-adfb-6191e0f6c086","pkk",323727
"626d23dd-9c2d-448f-adfb-6191e0f6c086","recep tayyip erdogan",323727
"626d23dd-9c2d-448f-adfb-6191e0f6c086","syrien",323727
"626d23dd-9c2d-448f-adfb-6191e0f6c086","türkei",323727
"626dcbbf-9865-424a-9faa-6988bf959758","",36461
"626dcbbf-9865-424a-9faa-6988bf959758","5g",100000
"626dcbbf-9865-424a-9faa-6988bf959758","android",100000
"626dcbbf-9865-424a-9faa-6988bf959758","angefasst",100000
"626dcbbf-9865-424a-9faa-6988bf959758","games und gadgets",100000
"626dcbbf-9865-424a-9faa-6988bf959758","smartphones",100000
"626dcbbf-9865-424a-9faa-6988bf959758","tests und empfehlungen",100000
"629fc0eb-1c4f-48f7-be08-b9454812bb08","",23118
"629fc0eb-1c4f-48f7-be08-b9454812bb08","jair bolsonaro",42190
"62a8040f-fa57-401f-b129-5baab3084a69","",12493
"62a8040f-fa57-401f-b129-5baab3084a69","dna-tests",18408
"62a8040f-fa57-401f-b129-5baab3084a69","polizei",18408
"62a8040f-fa57-401f-b129-5baab3084a69","trier",18408
"62aaeb2b-421c-48db-8c28-f6be8ecf0ebd","",20018
"62ac207a-403a-44ed-ba75-6cc1f2e8f265","",29821
"62ac207a-403a-44ed-ba75-6cc1f2e8f265","coronavirus",51591
"62ac207a-403a-44ed-ba75-6cc1f2e8f265","coronavirus: videos",51591
"62ac207a-403a-44ed-ba75-6cc1f2e8f265","nordsee",51591
"62ac207a-403a-44ed-ba75-6cc1f2e8f265","urlaub und freizeit",51591
"62b30f46-c419-4645-9306-4f9a65640045","",11613
"62b90f93-e305-446b-8110-bd049fc7fa51","",14887
"62b90f93-e305-446b-8110-bd049fc7fa51","alpen",37609
"62b90f93-e305-446b-8110-bd049fc7fa51","besteigung des mont blanc",37609
"62b90f93-e305-446b-8110-bd049fc7fa51","frankreich",37609
"62b90f93-e305-446b-8110-bd049fc7fa51","gletscher",37609
"62b90f93-e305-446b-8110-bd049fc7fa51","italien",37609
"62d565aa-b1ab-48dc-9623-9f35ec342d16","",23273
"62d565aa-b1ab-48dc-9623-9f35ec342d16","angefasst",66153
"62d565aa-b1ab-48dc-9623-9f35ec342d16","apple",66153
"62d565aa-b1ab-48dc-9623-9f35ec342d16","computer",66153
"62d565aa-b1ab-48dc-9623-9f35ec342d16","games und gadgets",66153
"62d565aa-b1ab-48dc-9623-9f35ec342d16","mac os x",66153
"62d565aa-b1ab-48dc-9623-9f35ec342d16","tests und empfehlungen",66153
"62d7b354-65f7-402b-a4bf-9b84d2e0585d","",7765
"62d7b354-65f7-402b-a4bf-9b84d2e0585d","us-sports",11766
"62e49f90-7586-44ea-8223-50e241460b56","",147727
"62e49f90-7586-44ea-8223-50e241460b56","fleisch",588526
"62e49f90-7586-44ea-8223-50e241460b56","landwirtschaft",588526
"62e49f90-7586-44ea-8223-50e241460b56","meinung",386781
"62e49f90-7586-44ea-8223-50e241460b56","tiere",588526
"62e920f9-9b44-4fc0-a139-4d8f8604fa9f","",47620
"62e920f9-9b44-4fc0-a139-4d8f8604fa9f","coronavirus",77859
"62e920f9-9b44-4fc0-a139-4d8f8604fa9f","coronavirus: psychologie",77859
"62e920f9-9b44-4fc0-a139-4d8f8604fa9f","die kolumnisten",77859
"62e920f9-9b44-4fc0-a139-4d8f8604fa9f","fragen sie frau sibylle",77859
"62e920f9-9b44-4fc0-a139-4d8f8604fa9f","meinung",77859
"62ef829c-cd80-47d8-bba9-aadcc9c6f49b","",25045
"62ef829c-cd80-47d8-bba9-aadcc9c6f49b","frankreich",44989
"62ef829c-cd80-47d8-bba9-aadcc9c6f49b","südfrankreich",44989
"62ef829c-cd80-47d8-bba9-aadcc9c6f49b","vögel",44989
"62f21cd6-bd62-4c60-b0a7-97f0154e2f2d","",5980
"62f21cd6-bd62-4c60-b0a7-97f0154e2f2d","coronavirus: psychologie",14100
"62f21cd6-bd62-4c60-b0a7-97f0154e2f2d","gesellschaft neu denken",85
"62f21cd6-bd62-4c60-b0a7-97f0154e2f2d","leben",14100
"62f78cdb-fd6e-40e0-a7b5-4edf7ac9be69","",71888
"62fd83f0-d2b6-4e9d-8445-5432d5663691","",50252
"62fd83f0-d2b6-4e9d-8445-5432d5663691","impeachment von donald trump",90925
"62ff482e-4726-4a7b-828a-75aed894e78f","",13372
"62ff482e-4726-4a7b-828a-75aed894e78f","freiburg im breisgau",22701
"62ff482e-4726-4a7b-828a-75aed894e78f","juden in deutschland",22701
"62ff482e-4726-4a7b-828a-75aed894e78f","judentum",22701
"62ff482e-4726-4a7b-828a-75aed894e78f","kriminalität",22701
"630f4385-e868-4207-a8ec-f971da903530","",15705
"630f4385-e868-4207-a8ec-f971da903530","russland",52281
"630f4385-e868-4207-a8ec-f971da903530","sebastian kurz",52281
"630f4385-e868-4207-a8ec-f971da903530","wladimir jakunin",52281
"630f4385-e868-4207-a8ec-f971da903530","wladimir putin",52281
"630f4385-e868-4207-a8ec-f971da903530","Österreich",52281
"63200d90-e3c7-4128-b623-fd6fb868cd33","",8731
"63200d90-e3c7-4128-b623-fd6fb868cd33","filme und serien",18323
"63200d90-e3c7-4128-b623-fd6fb868cd33","netflix",18323
"63200d90-e3c7-4128-b623-fd6fb868cd33","netflix: serien und filme",18323
"63242a94-d936-4a37-a8dd-2f93ab2251e0","",100402
"632e8191-0d72-465b-9316-dbe7e2347eda","",24187
"632e8191-0d72-465b-9316-dbe7e2347eda","heidi klum",31965
"632e8191-0d72-465b-9316-dbe7e2347eda","hochzeiten",31965
"632e8191-0d72-465b-9316-dbe7e2347eda","models",31965
"6330ca00-b848-4083-81a5-ff8c32a7eb2d","",14517
"6344510a-cbe2-482d-b354-6561af8c4ac7","",41947
"6344510a-cbe2-482d-b354-6561af8c4ac7","datenschutz",67122
"6344510a-cbe2-482d-b354-6561af8c4ac7","facebook",67122
"634a3115-0951-493a-a2d6-7176c129565e","",25554
"634a3115-0951-493a-a2d6-7176c129565e","wirtschaft in china",38672
"634a3115-0951-493a-a2d6-7176c129565e","zoll",38672
"63510256-36b6-4b4e-8d29-38d152bdd3e8","",125120
"63510256-36b6-4b4e-8d29-38d152bdd3e8","griechenland",255803
"63510256-36b6-4b4e-8d29-38d152bdd3e8","tÃ¼rkei",1
"63510256-36b6-4b4e-8d29-38d152bdd3e8","türkei",255803
"63510256-36b6-4b4e-8d29-38d152bdd3e8","unesco",255803
"63510256-36b6-4b4e-8d29-38d152bdd3e8","usa",255803
"63510256-36b6-4b4e-8d29-38d152bdd3e8","welterbe",255803
"6351baf8-a565-48e7-8e1c-f69b3f5537ed","",18638
"6351baf8-a565-48e7-8e1c-f69b3f5537ed","computersicherheit",37946
"6351baf8-a565-48e7-8e1c-f69b3f5537ed","hacker",37946
"6351baf8-a565-48e7-8e1c-f69b3f5537ed","twitter",37946
"63539496-df59-49ff-a7a6-60556940189f","",69051
"63539496-df59-49ff-a7a6-60556940189f","franziska van almsick",85916
"63539496-df59-49ff-a7a6-60556940189f","schwimmsport",85916
"63603079-6707-48c6-b017-9184031df3f2","",69131
"6395b4dc-49ac-43cf-944c-bdeeedaa9eed","",30454
"6395b4dc-49ac-43cf-944c-bdeeedaa9eed","büroalltag",65277
"6395b4dc-49ac-43cf-944c-bdeeedaa9eed","coaching",65277
"6395b4dc-49ac-43cf-944c-bdeeedaa9eed","gehaltsreport",65277
"6395b4dc-49ac-43cf-944c-bdeeedaa9eed","meinung",2559
"6395b4dc-49ac-43cf-944c-bdeeedaa9eed","so geht das: feilschen",65277
"6398a1cb-e95c-44f9-a8e7-9dc43409c188","",41455
"6398a1cb-e95c-44f9-a8e7-9dc43409c188","corona-maskenpflicht",60537
"6398a1cb-e95c-44f9-a8e7-9dc43409c188","coronavirus",60537
"6398a1cb-e95c-44f9-a8e7-9dc43409c188","coronavirus: videos",60537
"6398a1cb-e95c-44f9-a8e7-9dc43409c188","donald trump",60537
"63a0e2b0-5607-4952-b47e-e3e324b3e037","",33979
"63a7e805-7bee-4d21-aec6-a7fe05aeb092","",3082
"63a7e805-7bee-4d21-aec6-a7fe05aeb092","eurovision song contest",6745
"63d18504-fb90-4f6b-b453-e3ca66c15736","",46009
"63d18504-fb90-4f6b-b453-e3ca66c15736","alabama",6154
"63d2e953-0f2c-410e-b6dd-9d8580b1b2ac","",140716
"63e71160-0219-4e45-a682-97a04963410e","",10277
"63e71160-0219-4e45-a682-97a04963410e","alexander zverev",17246
"63e71160-0219-4e45-a682-97a04963410e","tennis",17246
"63e71160-0219-4e45-a682-97a04963410e","us open",17246
"64151dff-f23a-4a32-b324-f871e3abd5f2","",54597
"64151dff-f23a-4a32-b324-f871e3abd5f2","aston martin",121554
"64151dff-f23a-4a32-b324-f871e3abd5f2","formel 1",121554
"64151dff-f23a-4a32-b324-f871e3abd5f2","mercedes gp",121554
"64151dff-f23a-4a32-b324-f871e3abd5f2","sebastian vettel",121554
"642517e5-405f-48d1-8772-c74d7329d91a","",36000
"642517e5-405f-48d1-8772-c74d7329d91a","südkorea",56774
"6445c3bf-b1b9-4465-ac22-b778f98414bd","",7306
"6445c3bf-b1b9-4465-ac22-b778f98414bd","fußball-bundesliga",12886
"6445c3bf-b1b9-4465-ac22-b778f98414bd","hannover 96",12886
"6445c3bf-b1b9-4465-ac22-b778f98414bd","vfb stuttgart",12886
"6450a1fd-6d79-41ce-9204-ceb3b326acfb","",87432
"6450a1fd-6d79-41ce-9204-ceb3b326acfb","niedersachsen",145623
"6450a1fd-6d79-41ce-9204-ceb3b326acfb","osnabrück",145623
"645dbc03-e08a-4e4e-9d5b-3aceedc302f2","",41102
"645dbc03-e08a-4e4e-9d5b-3aceedc302f2","der spiegel liest und fragt",69877
"647ccc5d-f87b-4d3d-93d2-c9b9c0ea8acb","",2728
"647ccc5d-f87b-4d3d-93d2-c9b9c0ea8acb","kriminalität",3116
"647ccc5d-f87b-4d3d-93d2-c9b9c0ea8acb","rassismus",3116
"647ccc5d-f87b-4d3d-93d2-c9b9c0ea8acb","spiegel tv",3116
"647ccc5d-f87b-4d3d-93d2-c9b9c0ea8acb","usa",3116
"648216ca-6dd7-4d41-b16e-0758c84c292e","",34149
"648216ca-6dd7-4d41-b16e-0758c84c292e","alexej nawalny",66648
"648216ca-6dd7-4d41-b16e-0758c84c292e","opposition in russland",66648
"648216ca-6dd7-4d41-b16e-0758c84c292e","russland",66648
"648216ca-6dd7-4d41-b16e-0758c84c292e","wladimir putin",66648
"6499c561-0328-4a48-85c0-e2043555ca79","",30463
"649a7feb-a40a-41f1-bbc1-efbfe8881411","",9564
"649a7feb-a40a-41f1-bbc1-efbfe8881411","bundesregierung",33504
"649a7feb-a40a-41f1-bbc1-efbfe8881411","coronavirus",33504
"649a7feb-a40a-41f1-bbc1-efbfe8881411","jens spahn",33504
"649c9e4a-7777-499e-8ae6-72cef8c0caa2","",350
"649c9e4a-7777-499e-8ae6-72cef8c0caa2","asylum and migration",1020
"649c9e4a-7777-499e-8ae6-72cef8c0caa2","france",1020
"64a6ee49-5511-48e4-805c-6c584b2c803d","",20084
"64a6ee49-5511-48e4-805c-6c584b2c803d","arbeitsplatz schule",41068
"64a6ee49-5511-48e4-805c-6c584b2c803d","corona-maskenpflicht",41068
"64a6ee49-5511-48e4-805c-6c584b2c803d","coronavirus",41068
"64a6ee49-5511-48e4-805c-6c584b2c803d","hessen",41068
"64aaf0c8-a4d0-4fd8-98c5-7c6295ef8045","",3490
"64aaf0c8-a4d0-4fd8-98c5-7c6295ef8045","weltgesundheitsorganisation who",6373
"64c7dfc8-4445-43fc-871d-e5d4d616aeac","",66046
"64c7dfc8-4445-43fc-871d-e5d4d616aeac","kanada",142518
"64cc7f99-8f2c-4ae4-b45d-bb5fb9dbde8c","",9224
"64cc7f99-8f2c-4ae4-b45d-bb5fb9dbde8c","bestseller und lesetipps",2264
"64cc7f99-8f2c-4ae4-b45d-bb5fb9dbde8c","buchrezensionen",21234
"64cc7f99-8f2c-4ae4-b45d-bb5fb9dbde8c","bücher",2264
"64cc7f99-8f2c-4ae4-b45d-bb5fb9dbde8c","bücher, bestseller und lesetipps",18979
"64cc7f99-8f2c-4ae4-b45d-bb5fb9dbde8c","literatur",21234
"64cc7f99-8f2c-4ae4-b45d-bb5fb9dbde8c","männer und frauen",21234
"64cc7f99-8f2c-4ae4-b45d-bb5fb9dbde8c","rezensionen",21234
"64d25ef3-009c-4dac-a4a2-2da6aabc8729","",34134
"64d25ef3-009c-4dac-a4a2-2da6aabc8729","coronavirus: arbeit und wirtschaft",49343
"64d25ef3-009c-4dac-a4a2-2da6aabc8729","csu",49343
"64d25ef3-009c-4dac-a4a2-2da6aabc8729","datenschutz",49343
"64d25ef3-009c-4dac-a4a2-2da6aabc8729","joachim herrmann",49343
"64d25ef3-009c-4dac-a4a2-2da6aabc8729","polizei",49343
"64d87ddd-c207-47fb-b73e-03c8518693f6","",86087
"64d87ddd-c207-47fb-b73e-03c8518693f6","donald trump",159591
"64d87ddd-c207-47fb-b73e-03c8518693f6","nancy reagan",159591
"64d87ddd-c207-47fb-b73e-03c8518693f6","ronald reagan",159591
"64d87ddd-c207-47fb-b73e-03c8518693f6","us-präsidentschaftswahl 2020",159591
"64d9f5b1-72fc-4fd4-a626-e2d68b479a96","",40856
"64d9f5b1-72fc-4fd4-a626-e2d68b479a96","homosexualität",63272
"64d9f5b1-72fc-4fd4-a626-e2d68b479a96","kassel",63272
"64d9f5b1-72fc-4fd4-a626-e2d68b479a96","kriminalität",63272
"64e21acd-4ce1-4d29-b423-a9cf889ac204","",10816
"64e21acd-4ce1-4d29-b423-a9cf889ac204","formel 1",18732
"64e21acd-4ce1-4d29-b423-a9cf889ac204","nico hÃ¼lkenberg",1
"64e21acd-4ce1-4d29-b423-a9cf889ac204","nico hülkenberg",18731
"64e944bf-2208-4939-a4d9-8022f3b9b919","",90137
"64e944bf-2208-4939-a4d9-8022f3b9b919","abenteuer",136299
"64e944bf-2208-4939-a4d9-8022f3b9b919","anthropologie",136299
"64e944bf-2208-4939-a4d9-8022f3b9b919","pazifik",136299
"64f27d55-99fa-4e94-b660-8446b4d4abf0","",563
"64f72e88-ec98-4bd5-acc7-e642a949c2c5","",1732
"64f72e88-ec98-4bd5-acc7-e642a949c2c5","coronavirus",29708
"64f72e88-ec98-4bd5-acc7-e642a949c2c5","elementarteilchen",29708
"64f72e88-ec98-4bd5-acc7-e642a949c2c5","sprachforschung",29708
"64f72e88-ec98-4bd5-acc7-e642a949c2c5","viren",29708
"64f85b16-df9c-494f-bf13-212b1d36388c","",220656
"64f85b16-df9c-494f-bf13-212b1d36388c","berlin",342408
"64f85b16-df9c-494f-bf13-212b1d36388c","corona-maskenpflicht",342408
"64f85b16-df9c-494f-bf13-212b1d36388c","coronavirus",342408
"64f85b16-df9c-494f-bf13-212b1d36388c","rechtspopulismus",342408
"64f865c6-8eda-4fea-bcc3-90a39e71f535","",13985
"64f865c6-8eda-4fea-bcc3-90a39e71f535","angriff in halle (saale)",29507
"64f865c6-8eda-4fea-bcc3-90a39e71f535","halle (saale)",29507
"64facc03-5c6c-44cf-a3db-01c0c5a60a26","",40009
"64facc03-5c6c-44cf-a3db-01c0c5a60a26","dänemark",116020
"64facc03-5c6c-44cf-a3db-01c0c5a60a26","königin margrethe von dänemark",116020
"64facc03-5c6c-44cf-a3db-01c0c5a60a26","schlaganfall",116020
"64facc03-5c6c-44cf-a3db-01c0c5a60a26","südfrankreich",116020
"6518f49e-0413-48da-97ee-6ec899c9d542","",24877
"6518f49e-0413-48da-97ee-6ec899c9d542","corona-warn-app",43864
"6518f49e-0413-48da-97ee-6ec899c9d542","coronavirus",95028
"6518f49e-0413-48da-97ee-6ec899c9d542","sap",95028
"6518f49e-0413-48da-97ee-6ec899c9d542","telekom",95028
"651d154a-2841-481d-b1f5-f0635f8a3635","",6263
"651d154a-2841-481d-b1f5-f0635f8a3635","bayern",12784
"651d154a-2841-481d-b1f5-f0635f8a3635","lmu münchen",12784
"651d154a-2841-481d-b1f5-f0635f8a3635","münchen",12784
"652a4098-ad44-4fb1-a2e2-a46776d56217","",2021
"652a4098-ad44-4fb1-a2e2-a46776d56217","capitalism",8545
"652a4098-ad44-4fb1-a2e2-a46776d56217","coronavirus",8545
"652a4098-ad44-4fb1-a2e2-a46776d56217","german economy",8545
"652a4098-ad44-4fb1-a2e2-a46776d56217","globalization",8545
"652d8da8-76b1-466f-bc31-8c660e37fe56","",26486
"652d8da8-76b1-466f-bc31-8c660e37fe56","die linke",55389
"652d8da8-76b1-466f-bc31-8c660e37fe56","rechtsextremismus",55389
"652e2518-65cf-4083-8707-055a7430e229","",15987
"652e2518-65cf-4083-8707-055a7430e229","olympische sommerspiele 2020",29813
"652e2518-65cf-4083-8707-055a7430e229","olympische spiele",29813
"6555680c-5305-4a63-a0da-a2ae8fff9ab7","",5118
"6555680c-5305-4a63-a0da-a2ae8fff9ab7","bauwirtschaft",9580
"6555680c-5305-4a63-a0da-a2ae8fff9ab7","konjunktur",9580
"6555680c-5305-4a63-a0da-a2ae8fff9ab7","wirtschaft in deutschland",9580
"656b68f5-c5e7-4b5b-a29a-718dbf9e2ca0","",6652
"656b68f5-c5e7-4b5b-a29a-718dbf9e2ca0","buchrezensionen",14910
"656b68f5-c5e7-4b5b-a29a-718dbf9e2ca0","comic-rezensionen von timur vermes",14910
"656b68f5-c5e7-4b5b-a29a-718dbf9e2ca0","comics",14910
"656b68f5-c5e7-4b5b-a29a-718dbf9e2ca0","popkultur",14910
"656b68f5-c5e7-4b5b-a29a-718dbf9e2ca0","rezensionen",14910
"65829d10-3ef4-462b-9301-1d7d219de0f1","",63630
"65829d10-3ef4-462b-9301-1d7d219de0f1","donald trump",133995
"65829d10-3ef4-462b-9301-1d7d219de0f1","supreme court",133995
"65829d10-3ef4-462b-9301-1d7d219de0f1","usa",133995
"658d711b-222e-4d1b-91eb-6b1656ec5dc1","",6435
"658d711b-222e-4d1b-91eb-6b1656ec5dc1","coronavirus",12990
"658d711b-222e-4d1b-91eb-6b1656ec5dc1","harvard university",12990
"658d711b-222e-4d1b-91eb-6b1656ec5dc1","usa",12990
"6590a35e-dcb7-44aa-a645-3e267036695c","",97150
"6590a35e-dcb7-44aa-a645-3e267036695c","coronavirus",203711
"6599ba61-7dc2-48a9-9cf7-3d12f3e2debe","",16561
"6599ba61-7dc2-48a9-9cf7-3d12f3e2debe","1940er jahre",72860
"6599ba61-7dc2-48a9-9cf7-3d12f3e2debe","harry s. truman",72860
"6599ba61-7dc2-48a9-9cf7-3d12f3e2debe","josef stalin",72860
"6599ba61-7dc2-48a9-9cf7-3d12f3e2debe","kriegsende",72860
"6599ba61-7dc2-48a9-9cf7-3d12f3e2debe","nachkriegszeit",72860
"6599ba61-7dc2-48a9-9cf7-3d12f3e2debe","weltkriege",72860
"6599ba61-7dc2-48a9-9cf7-3d12f3e2debe","winston churchill",72860
"6599ba61-7dc2-48a9-9cf7-3d12f3e2debe","zeitzeugen der nachkriegszeit",72860
"6599ba61-7dc2-48a9-9cf7-3d12f3e2debe","zweiter weltkrieg",72860
"65a70052-2a25-4c61-be0f-16ab31d8b282","",19832
